EID,Title,Year,Source title,Cited by,DOI,Topic_Category,GBRS_Mentioned,BIPV_Application,Key_Sentences
2-s2.0-85180662984,Nearly zero energy building design and optimization: A residential building transformation in Türkiye,2024,Energy Exploration and Exploitation,10,10.1177/01445987231219765,Net-Zero / Zero-Energy Buildings,None mentioned,Not specified,
2-s2.0-85187901833,Solar-assisted old dwellings renovation: Thermal-economical study and typical application in China,2024,Energy Exploration and Exploitation,1,10.1177/01445987241238260,Net-Zero / Zero-Energy Buildings,None mentioned,Generic PV / BAPV,The preliminary results indicate that integrating solar panel roof with old building body for renewable energy exploitation can achieve good economic benefits while reducing carbon dioxide emissions.
2-s2.0-105030040511,Comprehensive 5E performance assessment of a biomass–hydrogen-integrated organic Rankine cycle with hydrogen production,2026,Energy Exploration and Exploitation,0,10.1177/01445987261420538,Other,None mentioned,Not specified,
2-s2.0-85134778128,Sustainability assessment of waste cooking oil-based biodiesel plant in developing economy based on F-DEMATEL and F-ISM approaches,2022,Waste Management and Research,9,10.1177/0734242X221104362,Other,None mentioned,Not specified,
2-s2.0-85130561227,Impacts of biomass hybridization on exergetic sustainability of a solar organic Rankine cycle power plant,2022,"Proceedings of the Institution of Mechanical Engineers, Part E: Journal of Process Mechanical Engineering",3,10.1177/09544089221099881,BIPV Economics / LCA,None mentioned,Not specified,"The referenced ORC plant is rated at about 630 kWe, powered at the moment solely by a concentrated solar power (CSP) field, which integrates linear Fresnel collectors with two-tank thermal energy storage (TES) device."
2-s2.0-105025225147,Series vs. Parallel connections in BIPV arrays: A performance-based assessment under different irradiance scenarios,2026,"Proceedings of the Institution of Mechanical Engineers, Part A: Journal of Power and Energy",0,10.1177/09576509251408141,BIPV Technical Performance,None mentioned,Generic PV / BAPV,The Building Integrated Photovoltaics (BIPV) refers to the integration of solar panels into building structures.
2-s2.0-85108845215,De-carbonized energy initiative with bio-cell-distributed stations using GIS geodesic tools towards circular economy,2022,Energy and Environment,4,10.1177/0958305X211013438,Other,LEED,Not specified,
2-s2.0-85195283075,Finding the gaps in design strategies and technological advancements for net-zero energy buildings development in India,2024,Energy and Environment,4,10.1177/0958305X241256039,Net-Zero / Zero-Energy Buildings,None mentioned,Not specified,"Additionally, the gaps that are the barriers to the development of net-zero energy building in India have been identified. | The climate-adaptive net-zero energy building design is an effective trend for achieving a carbon-neutral environment and reducing global energy demand, especially, in India where building energy consumption recorded substantial growth in the past decade. | This review article focuses on the development of net-zero energy buildings in tropical climates through the analysis of 44 real case studies. | In the first phase of this study, fourteen net-zero energy buildings or high-performance buildings in the USA, China, and India considering energy-efficient design features and their significant effect on energy consumption have been examined."
2-s2.0-85083169173,"Diffusion of RT Solar PV in Suburbs of Delhi/NCR, India: Triggers of Architect Recommendation Intent",2021,Vision,9,10.1177/0972262919894144,Policy / Regulation,None mentioned,Rooftop PV,
2-s2.0-84904785598,Investigation of building integrated photovoltaics potential in achieving the zero energy building target,2014,Indoor and Built Environment,52,10.1177/1420326X13509392,BIPV Technical Performance,None mentioned,Generic PV / BAPV,"Currently, there is a growing consensus that building integrated photovoltaics (BIPV) systems will be the backbone of the zero energy building (ZEB) European target by 2020, through their widespread commercialization."
2-s2.0-85037663156,Full-scale evaluation of fire-resistant building integrated photovoltaic systems with different installation positions of junction boxes,2018,Indoor and Built Environment,14,10.1177/1420326X17713256,BIPV Technical Performance,None mentioned,Generic PV / BAPV,Building integrated photovoltaic (BIPV) systems are a promising strategy to integrate photovoltaic (PV) systems with building materials to reduce construction costs and add aesthetic features.
2-s2.0-85044568897,Sustainable development and requirements for energy efficiency in buildings – The Korean perspectives,2018,Indoor and Built Environment,82,10.1177/1420326X18764618,Net-Zero / Zero-Energy Buildings,WELL; Passive House,Not specified,
2-s2.0-85060058374,Initiatives to achieve energy efficiency for residential buildings in India: A review,2019,Indoor and Built Environment,13,10.1177/1420326X18797381,GBRS Comparative Analysis,None mentioned,Not specified,"This paper reviews current energy consumption trends in the residential building sector of India and traces various initiatives by the government to reduce dependence on fossil fuels in terms of regulatory framework, green building rating systems, fiscal incentives and institutional mechanisms affecting energy demand management. | Further, the paper provides an overview of various barriers and challenges in implementing energy efficiency programmes in housing along with suggestions to strengthen the institutional framework and create awareness to accelerate energy efficiency programmes for reducing CO2 emissions."
2-s2.0-85125391010,Fire safety of building integrated photovoltaic systems: Critical review for codes and standards,2023,Indoor and Built Environment,21,10.1177/1420326X211073130,BIPV Technical Performance,WELL,Façade BIPV,A critical review of current regulations and standards is presented pertaining to the fire safety of the integration of photovoltaic (PV) systems into buildings. | Building integrated photovoltaic (BIPV) systems need to meet both fire safety requirements as PV systems as well as the building fire codes requirements as building structural components (e.g.
2-s2.0-85149421331,Low-carbon progressive design for sustainable development of buildings,2023,Indoor and Built Environment,12,10.1177/1420326X231158020,Other,None mentioned,Not specified,"For public buildings, its energy-efficient envelope design is of great importance and necessity, which has been widely adopted to reduce energy consumption and CO2 emissions without sacrificing indoor thermal comfort."
2-s2.0-85188311383,Feasibility and performance analysis of a net-zero energy residential building in tropical climates: A case of Congo-Brazzaville,2024,Indoor and Built Environment,7,10.1177/1420326X241236689,Net-Zero / Zero-Energy Buildings,None mentioned,Not specified,The net-zero energy concept has emerged as an essential strategy for minimising energy consumption and greenhouse gas emissions. | The purpose of this work is to assess the feasibility of achieving a net-zero energy building by combining energy-efficient design practices and renewable energy systems under the climatic conditions of the Republic of Congo.
2-s2.0-105013486957,Approaching zero-carbon development through modular construction: A case study of healthcare buildings in London,2025,Indoor and Built Environment,1,10.1177/1420326X251346132,Net-Zero / Zero-Energy Buildings,BREEAM,Not specified,"The global drive for net-zero carbon emissions has made zero-carbon buildings an essential goal, with modular construction emerging as a key strategy to achieve this."
2-s2.0-105008062051,Sustainability and green healthcare policies in Malaysia: a policy-driven approach,2025,Perspectives in Public Health,0,10.1177/17579139251339087,Net-Zero / Zero-Energy Buildings,None mentioned,Not specified,"The authors’ analysis highlights the progress, gaps, and challenges in policy execution, particularly in areas such as Net-Zero Energy Building (NZEB) adoption, green clinical practices, and crosssectoral collaborations within ASEAN."
2-s2.0-85193513490,Life-Cycle Environmental Impacts and Cost Analysis of Zero-Carbon Single Family Residence; [零碳独栋住宅生命周期环境影响及成本分析],2024,Tianjin Daxue Xuebao (Ziran Kexue yu Gongcheng Jishu Ban)/Journal of Tianjin University Science and Technology,0,10.11784/tdxbz202307023,BIPV Economics / LCA,None mentioned,Not specified,
2-s2.0-84887832244,Research findings and decision making: The case of renewable energy,2013,Environmental Sciences Europe,5,10.1186/2190-4715-25-22,Policy / Regulation,None mentioned,Not specified,"The article discusses the main barriers to effective interaction and communication between scientific enquiry and decision making and proposes some effective ways to overcome these barriers, starting from experiences in the biomass energy sector. | Conclusions: Starting from scientific findings, it is possible to derive guidelines about the best practices to adopt in order to reduce environmental impacts along the whole wood fuel chain."
2-s2.0-84886917708,Research findings and decision making: The case of renewable energy Lost in Translation? Ways for Environmental Sciences to Communicate about Risk and Research,2013,Environmental Sciences Europe,1,10.1186/2190-4715-25-22,Policy / Regulation,None mentioned,Not specified,"The article discusses the main barriers to effective interaction and communication between scientific enquiry and decision making and proposes some effective ways to overcome these barriers, starting from experiences in the biomass energy sector. | Conclusions: Starting from scientific findings, it is possible to derive guidelines about the best practices to adopt in order to reduce environmental impacts along the whole wood fuel chain."
2-s2.0-84893447156,A basic design for a multicriteria approach to efficient bioenergy production at regional level,2012,"Energy, Sustainability and Society",5,10.1186/2192-0567-2-16,Policy / Regulation,None mentioned,Not specified,
2-s2.0-84873045410,Low-energy office buildings using existing technology: Simulations with low internal heat gains,2012,International Journal of Energy and Environmental Engineering,23,10.1186/2251-6832-3-19,Net-Zero / Zero-Energy Buildings,None mentioned,Not specified,"If renewable energy sources, such as solar energy and wind power, are added, there is a potential for the annual energy production to exceed the annual energy consumption and a net zero-energy building can be reached."
2-s2.0-84986252822,Smart energy systems for smart city districts: case study Reininghaus District,2016,"Energy, Sustainability and Society",58,10.1186/s13705-016-0085-9,Policy / Regulation,WELL; Passive House,Not specified,
2-s2.0-85123462629,Social life-cycle assessment (S-LCA) of residential rooftop solar panels using challenge-derived framework,2022,"Energy, Sustainability and Society",27,10.1186/s13705-022-00332-w,Policy / Regulation,None mentioned,Rooftop PV,
2-s2.0-85130631154,Prospective assessment of energy technologies: a comprehensive approach for sustainability assessment,2022,"Energy, Sustainability and Society",41,10.1186/s13705-022-00344-6,Other,None mentioned,Not specified,
2-s2.0-85187238758,Reducing the energy consumption of buildings by implementing insulation scenarios and using renewable energies,2024,Energy Informatics,50,10.1186/s42162-024-00311-9,BIPV+GBRS Cross,LEED,Generic PV / BAPV,
2-s2.0-85202983151,"Building energy consumption analysis and measures: a case study from an administration building in Chengdu, China",2024,Energy Informatics,3,10.1186/s42162-024-00384-6,Other,None mentioned,Not specified,
2-s2.0-105021468284,"Harnessing Artificial Intelligence to improve building performance and energy use: innovations, challenges, and future perspectives",2025,Energy Informatics,1,10.1186/s42162-025-00589-3,Net-Zero / Zero-Energy Buildings,None mentioned,Not specified,"The synthesis covers three domains: (i) energy forecasting, with machine learning (ML) and deep learning (DL) improving demand and renewable generation prediction; (ii) optimization, with AI improving Heating, Ventilation, and Air Conditioning (HVAC) control, renewable scheduling, storage management, and smart grid operations; and (iii) energy efficiency, with AI–Internet of Things (IoT) frameworks enabling predictive control, fault detection, and Net Zero Energy Building (NZEB) strategies."
2-s2.0-85081003171,Performance of single-sloped pitched roof cadmium telluride (CdTe) building-integrated photovoltaic system in tropical weather conditions,2019,Beni-Suef University Journal of Basic and Applied Sciences,11,10.1186/s43088-019-0003-2,BIPV Technical Performance,None mentioned,Rooftop PV,Background: This paper investigates the performance of a single-sloped pitched roof building-integrated photovoltaic (SSPR-BIPV) system.
2-s2.0-105013686021,Optimal configuration and scheduling strategy of BIPV public building in V2B scenario,2025,Harbin Gongye Daxue Xuebao/Journal of Harbin Institute of Technology,0,10.11918/202407080,BIPV Technical Performance,None mentioned,Generic PV / BAPV,"For large-scale building integrated photovoltaic ( BIPV ) public buildings, a two-level optimization configuration and scheduling method for BIPV building energy systems, considering EV integration, is proposed."
2-s2.0-85126447235,Energy Saving Character Analysis of BIPVT Building Energy Supply System Under Different Climatic Conditions; [不同气候条件下BIPVT建筑供能系统节能特性分析],2022,Beijing Gongye Daxue Xuebao/Journal of Beijing University of Technology,3,10.11936/bjutxb2021080016,BIPV Technical Performance,None mentioned,Generic PV / BAPV,"In this paper, a building integrated photovoltaic-thermal (BIPVT) module and nearly zero energy building based on micro heat pipe array was designed. | A solar-air energy multi-energy complementary energy supply system was adopted in the building to achieve multiple energy needs for building cooling, heating and power supply."
2-s2.0-85025156900,Ecological effect evaluation of biogas project integrated with solar-ground source heat pump system and slurry recirculation,2017,Nongye Gongcheng Xuebao/Transactions of the Chinese Society of Agricultural Engineering,10,10.11975/j.issn.1002-6819.2017.05.030,BIPV Economics / LCA,None mentioned,Not specified,
2-s2.0-85081039239,Analysis of light environment and thermal performance of piggery with different wall materials based on Ecotect; [基于Ecotect的不同墙体材料猪舍光热环境和热性能分析],2019,Nongye Gongcheng Xuebao/Transactions of the Chinese Society of Agricultural Engineering,3,10.11975/j.issn.1002-6819.2019.24.024,Policy / Regulation,None mentioned,Not specified,
2-s2.0-85204418637,Incentivizing green building technology: A financial perspective on sustainable development in India,2024,F1000Research,11,10.12688/f1000research.154056.2,Policy / Regulation,IGBC,Not specified,"This review study emphasizes the effectiveness of financial incentives in green construction projects and draws attention to a clear knowledge gap regarding the adoption of green technology. | Studies and research results emphasize the importance of spreading the word about financial incentives as a key factor in determining the adoption of green technologies. | Nevertheless, stakeholders, consumers, and developers continue to be notably ignorant of the financial incentives connected to green technology. | Moreover, there is still a dearth of studies on the range of financial incentives offered by different authorities in India."
2-s2.0-84897589459,Analysis of the possibilities of introducing autonomous hybrid power supply system into stand-alone residential building; [Analiza możliwości wykorzystania hybrydowego autonomicznego systemu zasilania w budynku mieszkalnym],2014,Przeglad Elektrotechniczny,1,10.12915/pe.2014.03.47,Other,Passive House,Not specified,
2-s2.0-84982091345,Biobutanol as a potential sustainable biofuel - Assessment of lignocellulosic and waste-based feedstocks,2013,"Journal of Sustainable Development of Energy, Water and Environment Systems",42,10.13044/j.sdewes.2013.01.0005,Other,None mentioned,Not specified,
2-s2.0-85137292172,Urban Metabolism Assessment in the Context of Sustainability: the Case of Nur-Sultan city (Kazakhstan),2023,"Journal of Sustainable Development of Energy, Water and Environment Systems",5,10.13044/j.sdewes.d10.0432,Policy / Regulation,None mentioned,Not specified,"The index is calculated for the first time taking into account the capital city of the Republic of Kazakhstan, Nur-Sultan, which has recently joined to the Race to Zero to achieve net zero carbon emissions by 2050. | The results are useful for the city's integration into the race to net-zero targets achievement, focusing on energy and CO2-saving measures, rising renewable energy potential and water and environment quality, and development of research, innovations and sustainability policy."
2-s2.0-85104296554,Operation strategies of a solar trigeneration plant in a residential building,2021,"Journal of Sustainable Development of Energy, Water and Environment Systems",4,10.13044/j.sdewes.d8.0339,Net-Zero / Zero-Energy Buildings,None mentioned,Generic PV / BAPV,
2-s2.0-85124217648,Analysis of Optimal Energy Supply in the Commercial Buildings: A Herpetarium,2022,"Journal of Sustainable Development of Energy, Water and Environment Systems",3,10.13044/j.sdewes.d9.0394,Net-Zero / Zero-Energy Buildings,None mentioned,Not specified,
2-s2.0-85164199386,Photovoltaic Ventilated Roof for Reaching Net Zero and Plus Energy Housing in the Tropical Equatorial Context,2023,Civil Engineering and Architecture,2,10.13189/cea.2023.110525,Policy / Regulation,None mentioned,Generic PV / BAPV,A model that can scalably integrate PV in accordance with demand is proposed.
2-s2.0-85172872676,Optimizing Phase Change Material on Opaque Building Envelope to Reach nZEB,2023,Civil Engineering and Architecture,0,10.13189/cea.2023.110632,Net-Zero / Zero-Energy Buildings,None mentioned,Generic PV / BAPV,"Designing a net Zero Energy Building nZEB envelope with high thermal comfort and low energy consumption is vital nowadays. | After utilizing the PCM on the opaque building envelope to achieve net Zero Energy Building, a MatLab code is created to optimize the use of a photovoltaic (PV) system for renewable energy on a commercial building."
2-s2.0-85217160334,Implementing Optimized Sustainable Design Processes in Graduation Projects of Architectural Engineering BSc. Programs: A Case Study,2025,Civil Engineering and Architecture,0,10.13189/cea.2025.130211,Other,Estidama / Pearl,Not specified,
2-s2.0-105013095304,"Integration of Glazing, Sun Shading, and Photovoltaic Technologies for Advancing Nearly Zero Energy Building",2025,Civil Engineering and Architecture,0,10.13189/cea.2025.130432,Net-Zero / Zero-Energy Buildings,None mentioned,Window / Curtain Wall BIPV,Indonesia’s Roadmap for Buildings and Construction targets implementing the Net Zero Energy Building (NZEB) for all existing buildings and a renewable energy mix of 31% by 2050.
2-s2.0-105032661994,"Evaluation of Sustainable Design Strategies in Coworking Hubs in Eti-Osa Local Government Area, Lagos, Nigeria",2026,Civil Engineering and Architecture,0,10.13189/cea.2026.140215,Other,LEED,Not specified,"Workstation had the highest sustainability adoption (64.43/110), excelling in energy efficiency and innovation. | The study recommends adopting more holistic and context-sensitive strategies, such as renewable energy systems, improved water management, and biophilic design, to elevate the sustainability performance of coworking hubs."
2-s2.0-85007579776,Sustainability assessment of China's multi-crystalline silicon photovoltaic modules production,2016,Research of Environmental Sciences,4,10.13198/j.issn.1001-6929.2016.10.20,Policy / Regulation,None mentioned,Generic PV / BAPV,
2-s2.0-85007414726,Effects of small hydropower substitute fuel project on forest ecosystem services,2016,Chinese Journal of Applied Ecology,1,10.13287/j.1001-9332.201610.026,Other,None mentioned,Not specified,
2-s2.0-85099711354,"Application and Development Prospect of New Generation of LVDC Supply and Utilization System in ""New Infrastructure""; [新一代低压直流供用电系统在""新基建""中的应用技术分析及发展展望]",2021,Zhongguo Dianji Gongcheng Xuebao/Proceedings of the Chinese Society of Electrical Engineering,40,10.13334/j.0258-8013.pcsee.201180,Other,None mentioned,Not specified,
2-s2.0-85127215525,Research on Unification Stability Criterion for the Power Electronics Dominated Power System (I): Criterion of the Power-electronic Interfaced Plant; [高比例电力电子电力系统稳定性的统一性判据研究(一): 场站稳定判据],2022,Zhongguo Dianji Gongcheng Xuebao/Proceedings of the Chinese Society of Electrical Engineering,10,10.13334/j.0258-8013.pcsee.210487,Other,None mentioned,Not specified,
2-s2.0-85056312362,Application of Pan-European Power System Probabilistic Adequacy Assessment and Its Inspiration; [泛欧电力系统概率充裕性评估应用及启示],2018,Dianwang Jishu/Power System Technology,5,10.13335/j.1000-3673.pst.2017.2273,Other,None mentioned,Not specified,
2-s2.0-85065494995,Frequency Control Mode and Performance Assessment in UHV Grid With High Proportion of Renewable Energy Resources; [新能源高占比的特高压电网频率控制模式及性能评价],2019,Dianwang Jishu/Power System Technology,16,10.13335/j.1000-3673.pst.2018.0369,Other,None mentioned,Not specified,
2-s2.0-85125088126,"Talking Green, Building Brown: China-ASEAN Environmental and Energy Cooperation in the BRI Era",2022,Asian Perspective,18,10.1353/apr.2022.0001,Other,None mentioned,Not specified,
2-s2.0-105021308379,"A review on building occupant behavior modeling: current status, rethink and perspective; [建筑人行为模拟: 现状、思考和展望]",2025,Chinese Science Bulletin,0,10.1360/TB-2025-0044,Other,None mentioned,Not specified,
2-s2.0-80052207568,Opportunities and challenges for the small hydropower in Baden-Württemberg; [Chancen und Herausforderungen für die Kleine Wasserkraft in Baden-Württemberg],2011,WasserWirtschaft,0,10.1365/s35147-011-0053-4,Other,Passive House,Not specified,
2-s2.0-85119506298,Environmental sustainability assessment of biodiesel production from Jatropha curcas L. seeds oil in Pakistan,2021,PLoS ONE,21,10.1371/journal.pone.0258409,Other,None mentioned,Not specified,
2-s2.0-86000724864,Energy assessment of BIPV system in code-compliant residential building in cooling-dominated climates,2025,PLoS ONE,4,10.1371/journal.pone.0318786,BIPV Technical Performance,None mentioned,Rooftop PV,This study investigates the effects of climate and geographical location on the building integrated photovoltaics (BIPV).
2-s2.0-85072607676,Assessment of renewable Distributed Generation in Green Building Rating System for public hospital,2018,International Journal of Engineering and Technology(UAE),12,10.14419/ijet.v7i3.15.17404,GBRS Comparative Analysis,None mentioned,Not specified,The setup input data from one of Malaysian public hospitals' power distribution system is been adopted and simulation results via MATLAB programming show that the optimization of DG forming into bigger-scale imposed system provides a better outcome in minimization of total power losses within appropriate voltage profile as compared to current PV-DG imposed in GBRS.
2-s2.0-105009860490,"Adoption of Net Zero Energy Building Concepts and Energy Performance in Residential Buildings: A Sustainable Strategy in Affordable Housing Projects in Nairobi, Kenya",2025,SSRG International Journal of Civil Engineering,0,10.14445/23488352/IJCE-V12I6P104,Net-Zero / Zero-Energy Buildings,None mentioned,Not specified,"Net Zero Energy Buildings (NZEBs) are designed to achieve energy efficiency, renewable energy integration, and decarburization, but their adoption in Kenya's affordable housing sector requires addressing local challenges. | The study concludes that despite a foundational acceptance of energy-efficient Heating, substantial barriers such as financial constraints, knowledge gaps, and low awareness impede the widespread adoption of comprehensive NZEB principles. | The study incorporates a privately developed project (Tilisi) and a government-led project (Pangani) to enable a comparative framework for understanding NZE impact of different development models, financing mechanisms, and regulatory frameworks on the adoption and performance of NZEB technologies. | While all respondents had adopted some form of heating technology, suggesting a basic embrace of energy efficiency in this area, holistic NZEB integration remained minimal."
2-s2.0-105024560319,Transforming Tarlac State University (TSU) Gymnasium to a Nearly Zero-Energy Building through Integration of a Solar Photovoltaic (PV) System,2025,SSRG International Journal of Electrical and Electronics Engineering,1,10.14445/23488379/IJEEE-V12I9P105,Net-Zero / Zero-Energy Buildings,None mentioned,Generic PV / BAPV,It aimed to transform the Tarlac State University Gymnasium into a facility with energy-efficient equipment to contribute to reducing carbon footprints by integrating a solar PV system as its renewable energy source.
2-s2.0-105022792596,Fuzzy logic enhanced machine learning framework for adaptive thermal absorber configuration optimization in building integrated photovoltaic thermal systems,2025,Asia-Pacific Journal of Science and Technology,0,10.14456/apst.2025.99,Net-Zero / Zero-Energy Buildings,None mentioned,Generic PV / BAPV,Building integrated photovoltaic thermal (BIPVT) systems represent a promising technology for achieving net-zero energy buildings by simultaneously generating electricity and thermal energy.
2-s2.0-105016859289,Feasibility Assessment of PV and Energy Storage Systems for Nearly Zero Energy Office Buildings Using Generalized Reduced Gradient Method: A Case Study of Mae Moh Training Center EGAT,2025,Journal of Research and Applications in Mechanical Engineering,0,10.14456/jrame.2025.34,Net-Zero / Zero-Energy Buildings,None mentioned,Generic PV / BAPV,The study demonstrates the potential of integrated PV and storage systems in achieving nZEB status.
2-s2.0-84875451490,"""It would be a shame if we did not take advantage of the spirit of the times ⋯"": An analysis of prospects and barriers of Building integrated photovoltaics",2013,GAIA - Ecological Perspectives for Science and Society,39,10.14512/gaia.22.1.11,Net-Zero / Zero-Energy Buildings,None mentioned,Generic PV / BAPV,"This paper investigates the prospects for, and barriers to, building integrated photovoltaics adoption in the European context, building on a series of interviews with experts in the field. | Building integrated photovoltaics, a special form of photovoltaics, is still a niche market with a relatively low number of installations worldwide. | Although it is considered a promising technology, especially in Europe where land for large-scale photovoltaic plants is rare, several factors continue to constrain its widespread adoption. | However, with the implementation of the new European Building Directive 2010/31/EU that demands ""nearly zero-energy buildings"" by 2020, building integrated photovoltaics is likely to gain considerable momentum."
2-s2.0-85104661199,Investigation of a solar polygeneration system for a multi-storey residential building-dynamic simulation and performance analysis,2021,International Journal of Renewable Energy Development,13,10.14710/ijred.2021.34423,BIPV Economics / LCA,None mentioned,Generic PV / BAPV,"The system consists in Building Integrated PhotoVoltaic/Thermal (BIPVT) collectors, a water-to-water reversible heat pump and an adsorption chiller."
2-s2.0-85126965022,Sustainable Design of a Near-Zero-Emissions Building Assisted by a Smart Hybrid Renewable Microgrid,2022,International Journal of Renewable Energy Development,19,10.14710/ijred.2022.43838,BIPV Technical Performance,None mentioned,Generic PV / BAPV,Building Integrated Photovoltaic (BIPV) technologies have been proved to aid buildings that partially meet their energy demand as sustainable solar energy generating technologies throughout the previous decade.
2-s2.0-84922052854,"Net-zero energy: A case study on renewable energy and policy issues at Richardsville Elementary School, Kentucky",2014,International Journal of Energy Technology and Policy,5,10.1504/IJETP.2014.065037,Policy / Regulation,LEED,Not specified,"Blazing the trail as the first net-zero energy school, Richardsville Elementary School, Kentucky produces as much renewable energy as it consumes."
2-s2.0-84955602186,Thermodynamic analyses and sustainability assessment of solar-based organic Rankine cycle,2016,International Journal of Exergy,8,10.1504/IJEX.2016.074269,Other,None mentioned,Not specified,
2-s2.0-85123091700,A review on life cycle analysis and environmental sustainability assessment of bio-fuel,2022,International Journal of Global Warming,13,10.1504/IJGW.2022.120069,Other,None mentioned,Not specified,
2-s2.0-105000523743,Life cycle assessment and life cycle costing of a net zero carbon building in UAE: a leading initiative in the region,2025,International Journal of Global Warming,1,10.1504/IJGW.2025.145109,Net-Zero / Zero-Energy Buildings,None mentioned,Not specified,"Net-zero energy buildings (nZEBs) are emerging as a promising solution for an efficient and gradual transition toward clean energy utilisation. | Within UAE’s vision toward net zero energy in 2050, the Department of Public Works in Sharjah built Sharjah Ports, Customs, and Free Zones Authority Building as an nZEB."
2-s2.0-85219260780,PLC automation and control in a solar power system,2025,International Journal of Power and Energy Conversion,0,10.1504/IJPEC.2025.142885,Net-Zero / Zero-Energy Buildings,None mentioned,Not specified,
2-s2.0-77955351359,Improving the clean development mechanism with sustainability-rating and rewarding system,2010,Progress in Industrial Ecology,11,10.1504/PIE.2010.034507,Policy / Regulation,None mentioned,Not specified,"The overall objective of SR-CDM is to promote local and global emission reduction, technology transfer, sustainability and renewable energy/energy efficiency by providing explicit incentives to all key parties involved in the CDM project development and financing."
2-s2.0-85124648213,Improving the thermal performance of existing buildings in light of the requirements of the EU directive 2010/31/EU in Poland,2022,Open Chemistry,0,10.1515/chem-2021-0103,Net-Zero / Zero-Energy Buildings,None mentioned,Not specified,
2-s2.0-84924227864,Performance analysis of air-to-water heat pump in Latvian climate conditions,2014,Environmental and Climate Technologies,18,10.1515/rtuect-2014-0009,Net-Zero / Zero-Energy Buildings,None mentioned,Not specified,
2-s2.0-85025675153,Methodological approach to determining the effect of parallel energy consumption on district heating system,2017,Environmental and Climate Technologies,22,10.1515/rtuect-2017-0001,Net-Zero / Zero-Energy Buildings,None mentioned,Not specified,
2-s2.0-105028993581,Solar radiation – a vital element in passive house design in Poland; [Promieniowanie słoneczne – istotny element w procesie projektowania domu pasywnego w Polsce],2023,Materialy Budowlane,1,10.15199/33.2023.07.03,Policy / Regulation,Passive House,Not specified,
2-s2.0-84959560921,Renewable energy sources – problems and perspectives of development in Poland; [Odnawialne źródła energii – Problemy i perspektywy rozwoju w Polsce],2016,Przeglad Elektrotechniczny,7,10.15199/48.2016.03.44,Policy / Regulation,None mentioned,Not specified,
2-s2.0-85217204328,Algae Windows: A Novel Approach Towards Sustainable Building Design and Energy Conservation,2025,Polish Journal of Environmental Studies,3,10.15244/pjoes/188699,Other,LEED,Not specified,"Despite the promise, this work acknowledges the existing challenges associated with technology adoption, encompassing technical, economic, and regulatory barriers."
2-s2.0-85109807444,Energy from biomass: Assessing sustainability by geoinformation technology,2021,GI_Forum,0,10.1553/GISCIENCE2021_01_S120,Other,None mentioned,Not specified,Current financial barriers are addressed by integrating innovative financing solutions considering SDG target 12.A.
2-s2.0-85037355800,A sustainable design for an off-grid passive container house,2017,International Review of Applied Sciences and Engineering,16,10.1556/1848.2017.8.2.7,Other,Passive House,Not specified,
2-s2.0-105002308051,A reversible dielectric phase transition with temperature for highly crystalline NiFe2O4 thin films,2025,Journal of Materials Research,2,10.1557/s43578-025-01547-1,Other,LEED,Not specified,
2-s2.0-85070220063,Experimental investigation of overall energy performance in Algerian office building integrated photovoltaic window under semi-arid climate,2019,Journal of Daylighting,17,10.15627/jd.2019.3,BIPV Technical Performance,None mentioned,Window / Curtain Wall BIPV,Building integrated photovoltaic (BIPV) energy has now become one of the most significant renewable energy alternatives for providing natural daylight and clean energy.
2-s2.0-105013872420,ADVANCING SUSTAINABLE DEVELOPMENT THROUGH GREEN ENERGY: TRIPLE BOTTOM LINE ANALYSIS OF 24 EUROPEAN COUNTRIES,2025,Applied Ecology and Environmental Research,0,10.15666/aeer/2304_67216740,Other,None mentioned,Not specified,"It provides actionable recommendations for policymakers, such as promoting RES adoption, developing workforce retraining programs, implementing targeted household energy initiatives, and reinforcing regulatory frameworks to facilitate cleaner and more efficient energy transitions."
2-s2.0-85129940186,Environmental sustainability assessment of softwood and hardwood seedlings production in forest nurseries: A case study from Pakistan; [Avaliação da sustentabilidade ambiental da produção de mudas de madeira macia e madeira dura em viveiros florestais: um estudo de caso do Paquistão],2024,Brazilian Journal of Biology,6,10.1590/1519-6984.260615,Other,None mentioned,Not specified,
2-s2.0-105028387891,Macaúba palm as a promising resource for biodiversity-based bioeconomy and climate solutions in the tropics; [Macaúba como recurso promissor para a bioeconomia baseada em biodiversidade e soluções climáticas nos trópicos],2025,Pesquisa Agropecuaria Brasileira,0,10.1590/S1678-3921.pab2025.v60.04129,Other,None mentioned,Not specified,
2-s2.0-85090689712,Classification of China cold climate and the strategy in architectural thermal design; [寒冷气候类型与建筑热工设计对策],2020,Xi'an Jianzhu Keji Daxue Xuebao/Journal of Xi'an University of Architecture and Technology,6,10.15986/j.1006-7930.2020.03.001,Other,None mentioned,Not specified,
2-s2.0-85125786458,Research on green kindergarten design in Northwest China based on renewable energy utilization:Taking the award scheme of 2020 Delta Cup international solar building design competition as an example; [基于可再生能源利用的西北地区幼儿园设计策略研究-以2020年台达杯建筑设计竞赛获奖方案为例],2021,Xi'an Jianzhu Keji Daxue Xuebao/Journal of Xi'an University of Architecture and Technology,1,10.15986/j.1006-7930.2021.06.022,Policy / Regulation,None mentioned,Not specified,
